setup,1.2392e+08
1,1401
1,1329
1,1275
1,1651
1,1364
1,1739
1,1455
1,1614
1,1879
1,1287
1,1576
1,1544
1,1538
1,1354
1,1487
1,1677
1,1321
1,1454
1,1316
1,1282
1,1580
1,1706
1,1590
1,1921
1,1274
1,1642
1,1350
1,1245
1,1650
1,1383
1,2063
1,1774
1,1503
1,1636
1,1365
1,1629
1,1355
1,1528
1,1314
1,1287
1,1210
2,1483
2,1761
2,1698
2,1598
2,1477
2,1593
2,1657
2,1522
2,1842
2,1397
2,1594
2,2031
2,1400
2,1620
2,1616
2,1674
2,1584
2,1562
2,1746
2,1911
2,1522
2,1659
2,1621
2,1693
2,1669
2,1383
2,1770
2,1320
2,1538
2,1593
2,1359
2,1541
2,1822
2,1538
2,1302
2,1590
2,1484
2,1534
2,1482
2,1681
2,1367
2,1523
2,1730
2,1521
2,1523
2,1375
2,1660
2,1392
2,1286
2,2252
2,1603
3,1593
3,1692
3,1991
3,1665
3,1486
3,1673
3,1564
3,1430
3,2010
3,2109
3,1483
3,2209
3,1549
3,1614
3,2444
3,1683
3,1623
3,2006
3,1366
3,1797
3,2154
3,1757
3,2136
3,2332
3,1944
3,1850
3,1973
3,1959
3,1881
3,1920
3,1695
3,1722
3,1740
3,1980
4,2201
4,2214
4,1633
4,2097
4,1833
4,2009
4,1645
4,2127
4,1653
4,1683
4,2073
4,2179
4,2020
4,2085
4,2001
4,1971
4,1830
4,1885
4,2306
4,1591
4,1769
4,1963
4,1999
4,1901
4,2074
5,2196
5,2015
5,2381
5,2255
5,2333
5,2462
5,2348
5,2567
5,2409
5,2428
5,2090
5,2398
5,1985
5,2358
5,1953
5,2091
5,2106
5,2165
5,2223
5,2552
6,2691
6,2276
6,2573
6,2840
6,2597
6,2839
6,2090
6,2388
6,2245
6,2305
6,2212
6,2574
6,2226
6,1989
6,2815
6,2148
6,2434
7,2373
7,2680
7,2786
7,2325
7,2606
7,2285
7,2450
7,3057
7,2407
7,2194
7,2701
7,2849
7,2234
7,2796
8,2662
8,2973
8,2453
8,2917
8,2337
8,2263
8,2831
8,2449
8,2295
8,2467
8,2530
8,2563
8,2890
9,3011
9,2980
9,2572
9,2363
9,2612
9,2838
9,2978
9,2438
9,2910
9,2675
9,2715
10,2744
10,2971
10,3359
10,2941
10,3040
10,3215
10,2712
10,3058
10,3386
10,2773
11,2810
11,3043
11,3171
11,2794
11,3142
11,2913
11,3042
11,2856
11,3096
12,3504
12,3401
12,2800
12,2666
12,3408
12,3156
12,3309
12,3065
12,2492
13,2814
13,3543
13,3207
13,3614
13,2983
13,3317
13,3249
14,3819
14,2951
14,3557
14,3451
14,3745
14,2741
14,3241
15,3828
15,3909
15,3660
15,3653
15,3841
15,3912
15,3894
16,4078
16,3939
16,3802
16,3148
16,3393
16,4036
17,4036
17,3636
17,4368
17,4028
17,4283
17,3945
18,4295
18,4106
18,4157
18,3707
18,4200
18,3937
19,4078
19,4421
19,4393
19,4569
19,4524
20,4469
20,4542
20,4903
20,3955
20,4081
