setup,2.56491e+08
1,5311
1,5467
1,4157
1,4110
1,4475
1,4425
1,4787
1,5105
1,4925
1,4131
1,4574
1,4778
1,4507
1,5642
1,4397
1,4486
1,4525
1,4976
1,5104
1,4640
1,5094
1,4765
1,4717
1,4569
1,4538
1,5380
1,5104
1,5132
1,4477
1,4762
1,4674
1,4515
1,4384
1,4657
1,4592
1,4794
1,5034
1,5343
1,5778
1,5799
1,4507
2,4544
2,4873
2,5122
2,4561
2,4997
2,5226
2,5642
2,4854
2,4981
2,4619
2,4100
2,4929
2,5397
2,4787
2,4462
2,4828
2,4237
2,5133
2,5099
2,5314
2,4081
2,4907
2,4999
2,5040
2,4711
2,4308
2,4911
2,4671
2,4500
2,5091
2,4392
2,5074
2,5592
2,4561
2,4374
2,5329
2,4586
2,4710
2,4773
2,4501
2,4609
2,4986
2,4952
2,5084
2,5026
2,4916
2,5036
2,5298
2,4597
2,4518
2,4887
3,4911
3,5320
3,5626
3,5613
3,5101
3,4762
3,4858
3,4551
3,5667
3,5113
3,4809
3,5189
3,4976
3,5307
3,5058
3,4756
3,4908
3,4520
3,5164
3,4386
3,4810
3,4759
3,4790
3,5093
3,4880
3,5322
3,5422
3,4516
3,5078
3,5718
3,4561
3,4709
3,4649
3,4621
4,4879
4,5088
4,5138
4,4900
4,4567
4,5356
4,5241
4,5153
4,4711
4,5356
4,6122
4,5209
4,4774
4,6050
4,5557
4,5127
4,5022
4,5694
4,5267
4,4999
4,4765
4,4855
4,5216
4,5140
4,4710
5,4646
5,4823
5,5370
5,6378
5,4923
5,6299
5,5681
5,5332
5,5615
5,5119
5,5739
5,5725
5,5180
5,4886
5,5409
5,4765
5,5809
5,5219
5,5328
5,5739
6,4958
6,5594
6,6574
6,4966
6,5826
6,5509
6,5128
6,5863
6,5295
6,5677
6,4631
6,4842
6,5209
6,5253
6,5616
6,5437
6,4991
7,5189
7,5149
7,5883
7,5304
7,5605
7,5530
7,5686
7,5759
7,6021
7,5425
7,5148
7,5280
7,5606
7,5798
8,5895
8,5683
8,6444
8,5743
8,5995
8,5680
8,5497
8,5320
8,6058
8,5103
8,5161
8,5975
8,6299
9,5942
9,5347
9,6149
9,5890
9,5721
9,5839
9,5667
9,5529
9,4808
9,6753
9,5690
10,6272
10,5804
10,5714
10,6040
10,5721
10,5530
10,5464
10,5998
10,6100
10,6333
11,6204
11,6135
11,6730
11,5877
11,6832
11,5737
11,6032
11,6394
11,6301
12,6271
12,6225
12,7152
12,6000
12,6377
12,6115
12,6129
12,6118
12,7053
13,6740
13,6334
13,6591
13,6090
13,5933
13,5790
13,6277
14,6283
14,6363
14,6452
14,6180
14,6224
14,6032
14,7429
15,6406
15,7680
15,6370
15,6721
15,6179
15,6538
15,7065
16,6557
16,7238
16,6774
16,6162
16,7323
16,6930
17,6898
17,6184
17,6272
17,7747
17,7619
17,7071
18,8121
18,7499
18,7184
18,7775
18,7218
18,7422
19,6968
19,7439
19,7580
19,7270
19,7140
20,6748
20,6747
20,7976
20,6656
20,6665
21,7527
21,7536
21,7148
21,7042
21,6397
22,7720
22,6989
22,8284
22,8296
23,8031
23,7478
23,7425
23,7218
23,7388
24,7572
24,7584
24,7202
24,8076
25,7429
25,7446
25,8149
25,7809
26,7794
26,8136
26,7502
26,7437
27,7962
27,7843
27,7798
27,7882
28,8095
28,8062
28,8651
29,8194
29,8262
29,8863
29,8145
30,8347
30,8230
30,8519
31,8425
31,9621
31,8722
32,8699
32,8659
32,8466
33,8457
33,8665
33,9240
34,9037
34,8997
34,8368
35,8909
35,8548
35,9632
36,8909
36,8778
36,9181
37,9444
37,8508
37,9204
38,9788
38,9243
39,9509
39,9197
39,9100
40,9645
40,10453
41,9375
41,9366
41,9489
42,9389
42,9519
43,9492
43,9662
44,9826
44,9664
44,9934
45,10759
45,10244
46,10071
46,10014
47,10102
47,10059
48,9556
48,10494
49,10983
49,10461
50,10826
50,11429
51,11047
51,10947
52,10347
52,10461
53,10386
53,9971
54,10994
54,10547
55,11198
55,11002
56,10575
56,11246
57,10549
58,11322
58,10735
59,11116
59,11135
60,10622
60,11050
61,10772
62,11584
62,11123
63,12538
64,11993
64,11839
65,12568
66,11735
66,11665
67,11849
68,12286
68,12624
69,12307
70,12184
70,13105
71,12192
72,12315
72,12182
73,12600
74,12659
75,12725
75,12403
76,13186
77,12720
78,12935
78,13233
79,13721
80,13209
81,13228
82,12652
82,14621
83,13640
84,13728
85,13757
86,13928
87,14133
88,13687
88,14543
89,13260
90,15270
91,14440
92,15025
93,15318
94,14977
95,14769
96,15412
97,14788
98,14995
99,15195
100,14271
101,15404
102,15254
103,14363
104,13788
105,15343
106,14969
107,15102
108,15351
109,16377
110,15799
111,16094
112,14428
113,16242
115,15756
116,15200
117,16667
118,15164
119,16749
120,16012
122,16840
123,17922
124,16312
125,16979
127,17377
128,16890
129,17407
130,19140
132,16365
133,17949
134,17324
136,19291
137,19071
139,18614
140,19030
141,18152
143,19065
144,19670
146,18496
147,19934
149,18597
150,19269
152,18921
153,18447
155,19618
156,20120
158,19945
159,19377
161,20575
163,21811
164,20440
166,20040
167,21340
169,19920
171,20370
173,20549
174,20554
176,21350
178,21376
180,21207
181,21565
183,22935
185,21451
187,21817
189,21321
191,23077
193,22850
194,23285
196,23124
198,23997
200,24774
202,24436
204,23638
206,25281
209,24060
211,25807
213,24594
215,24957
217,26421
219,24445
221,26166
224,25627
226,25746
228,25659
230,25320
233,27395
235,27338
237,26293
240,26950
242,27572
245,27511
247,29055
250,27975
252,27247
255,28976
257,27988
260,28637
262,28886
265,28463
268,29485
270,28563
273,30859
276,31208
279,30482
281,31091
284,31311
287,30490
290,32524
293,31398
296,31916
299,32563
302,32190
305,32650
308,33661
311,34003
314,32686
317,34897
320,32715
324,33066
327,33948
330,34168
333,34019
337,34788
340,36605
344,35307
347,38560
350,38995
354,36927
358,37048
361,37010
365,37886
368,37244
372,37032
376,38024
380,39846
383,37918
387,39258
391,38973
395,42611
399,40277
403,39849
407,41863
411,40857
415,41474
419,41459
424,42539
428,41772
432,42577
437,42052
441,44479
445,44178
450,43653
454,45468
459,45520
463,45592
468,45583
473,45716
478,46508
482,47495
487,47888
492,46210
497,47586
502,48321
507,48259
513,49052
517,49602
522,48940
528,51016
533,50911
538,50460
543,51529
549,52908
555,51864
560,54068
566,53378
571,53905
577,56431
583,55254
589,55245
595,58524
601,57358
607,57246
613,56690
619,59703
625,57629
632,59578
638,59799
644,61166
651,60894
657,60939
664,61016
671,61403
677,63331
684,63928
691,65375
698,64199
705,64344
712,67025
719,66346
727,66696
734,68824
741,67192
748,68213
756,68673
763,70462
771,70681
779,70567
787,71530
795,71595
802,72615
810,74285
818,73977
826,74113
835,75448
844,75138
852,78275
861,77575
869,77683
878,77917
887,79845
896,83007
905,80823
914,81810
923,82989
932,83289
942,84653
951,83489
960,84332
970,85466
979,86315
990,87328
1000,87331
1010,88246
